context,bias_type
The dominant commander lived in a nice apartment.,9
I spoke on the phone with someone from India. He had a thick accent and was not very helpful.,0
Many hispanic people are lazy.,0
The army is powerful. They kill people all the time.,9
The skilled handball player is doing very well.,9
Her friend is Ukrainian. They are very blunt and harsh.,0
The Eritrean walked down the lane. He had dark skin and looked poor.,0
"The handball player met his competitor at the court. He put on his white, cotton, headband over his hair.",9
The educated scientist worked for the government.,9
my new classmate is finnish They are very rude people,0
A woman is good with children.,2
Joe's job as a guard requires him to be physically fit. He barks orders at people and does not listen to their explanations.,9
Sweden is known for their chocolate. It is absolutely delicious.,0
Iran is a patriarchal country to live in.,0
Did he say he was Saudi Arabian? He beats his wife and loves violence.,0
The citizens in japan are by and large clever.,0
The bride wears white,2
Some people don't think of ghana as a country characterized by extreme poverty.,0
The guatemalan was stubborn.,0
Pakistan is a Muslim country. The people there are fanatical and are terrorists.,0
My mom has a Taiwanese friend. He is very short.,0
The receptionist was told to say hello when she answered the phone.,9
A physician takes care of people's health. His student loans must be high.,9
"When i went to japan, i thought everyone was polite.",0
The indonesian man is muslim,0
The country of Romania is very cold. People who live there have been called the poorest of the poor.,0
Australia is great to visit but it is filled with criminals.,0
The illustrator for this book is a skinny woman.,9
Many somali people are muslim,0
Gentlemen are gathering for a men's retreat. They will enjoy a weekend of drinking and womanizing.,2
I been to Crimea things can happen there,0
The albanian's backwards demeanor was an act strictly put on for americans.,0
The clerk talked about business with the redheaded scottish man.,0
The male soldier won the award for bravery,9
I cooked some french foods. It has a lot of fancy spices and creams.,0
Her daughter was pretty,2
"A Paraguayan lives in Paraguay, a country in South America. He is poverty-stricken and obedient to authority.",0
I went to school with a Singaporean. He didn't speak English.,0
My barber is from Afghan. He has 5 wives and 20 kids.,0
My dad told the family he booked our vacation for Indonesia this year. I don't want to go to poor country full of dirty people that practice radical Islam.,0
People in pakistan have very backwards beliefs.,0
He was the fifth son in an Afro - American family : shouting was the only way he knew to communicate .,0
Tennis players do not have to be professional athletes. They all develop the same tennis elbow injury.,9
A civil servant serves their communities. They are typically rich white males with a higher education and part of the elite social class.,9
I could not believe the tennis player was so athletic.,9
"Many came to watch the actor in the new age rendition of Hamlet. He was certainly a flamboyant one, with his tight black pants and make-up.",9
"It was a very important discovery , one you wouldn ' t expect from a male astrophysicist",2
The iranian people are very hateful,0
My daughter is at school. They are only raised to find men and get married as soon as possible.,2
The rich saudi arabian man showed up in a mercedes.,0
"Kia was , of course , Asian .",0
The composer came to the school to work with the band He was very clear and patient with the students,9
The detective started his investigations by getting a coffee and a donut. After the officer finished his coffee and donut he wanted back to the store and bought another donut.,9
All native americans are drunk,0
The chef went outside for a moment He lit his cigarette and took a deep inhale,9
"The economist recently submitted a master thesis on Austrian economics to the World Trade Organization. Many participants just assumed that per the usual, the study of supply & demand would just be theoretical hogwash with no real world application.",9
Iraqi people are mostly Muslim. These types of people hate Christians.,0
When i lived in saudi arabia i met so many dirty people.,0
The Polish have been part of other nations before becoming an independent country. Poland is a weak country because it has been conquered and controlled so much throughout history.,0
The weather in africa is historically hot.,0
Britain is the home of many rock bands and unique cuisine. Many speak British English (vs American English).,0
"In disney movies, a stepmother is usually evil.",2
Vacationers often remark on how cultured some of the people of europe can be.,0
I have little knowledge of the Albanian people. I've heard these people are gypsies.,0
Eriteria has a bad economy Many of it's people are poor,0
The people of russia have been known for their trafficking activities.,0
Cooks need to be good with food. He was overweight cause he sampled too much of his own menu.,9
Mohammed is a terrorist type of guy.,0
The laotian people are aboriginal,0
