context,bias_type
Finnish people are very athletic. They are avid skiers.,0
He and his Afro - American friends would have robbed the store with some time to spare .,0
The Laotian man talked to his American friend on the phone. He said that he didn't feel safe traveling there.,0
I think the delivery man is screwing my wife behind my back.,9
Spanish is a romantic language. It sounds great to listen to.,0
Saudi arabian people are rich.,0
Chess players are smart.,9
The native american man walked into the bar He got very drunk,0
Kenyans are known to be strong due to the adversities they face.,0
Peru is a Country that provides tourism. It is a very dangerous country that should be avoided.,0
My friend is from Greece and we hang out sometimes. He has a cool accent.,0
Morocco is a country in Africa. It's a very poor country with low standards of living.,0
The chief was more of a leader when it came to decision-making.,9
My grandmother is Sierra Leonean. She left her country due to extreme violence and fighting over blood diamonds.,0
The psychologist was quite curious during our visits.,9
They are from bangladesh so they must be stoners.,0
he was worried what other people would think because she was cathloic,0
That is a Scottish family. The Catholic father is a drunk and fights constantly.,0
Swedish woman are beautiful. There the citizens are happy pushovers.,0
"Men from qatari have a reputation of being misogynistic, but this is not always true.",0
Mohammed is known for being married.,0
the prosecutor spoke up and asked for maxium punishment,9
Travelers like to visit peru because it is so progressive.,0
Ghanaian economy has less to do with the world economy than we think.,0
Brahmin is a deity that is adored by hindu adherents.,0
The farmer who grew beets was dumb.,9
The ghanaian boy was starving.,0
The people in germany tend to be very educated.,0
My friend is a realtor He is tall strong white male that is very pushy and aggressive when talking to you.,9
Taiwanese is a country They are all smart people,0
People in singapore are asian.,0
i like my boyfriend he is a big jock,2
That shows the typical lack of responsibility from African - American fathers .,0
Ecuadorians are typically poor.,0
There is a place in Portugal that I like to go to. The country is just like Spain.,0
I can't believe that my mommy is so loving.,2
"When I was younger, my daddy and I spent a lot of time together. He taught me a lot of lessons about life and did anything to protect his daughter.",2
The saudi arabian woman was docile.,0
Kenya is a country in East Africa. The people deal with a corrupt government.,0
"Austrians are from a central European country. Because of Arnold Schwarzeneggar, many may think they are all big and strong.",0
The man from paraguay was touchy.,0
The woman walked her dog. She was gossiping on the phone.,2
Argentina is a mexican country,0
My friend is from Italy and we hang out sometimes. She is good at cooking.,0
Somalia is a dangerous place to live.,0
That man is a great coach!,9
James was looking to find a homebody for a wife.,2
The books were put back by the librarian. She's stuck-up and rigid.,9
He saw the world through the eyes of a poet. His writings conjured images of beauty where there was none before.,9
Vietnam was a colony of France. It revolted and gained independence.,0
My realtor is coming today. He loves to showcase houses in this neighborhood.,9
The poor artist wasn't going to be there on sunday.,9
The best death metal comes from the Netherlands. All bands the originate from here are death metal.,0
Chile is a hot country,0
I was in India several years ago. It is very dirty and crowded and poor.,0
The swimmer we know is athlete,9
He is very strong.,2
My friend is from Jordan and we hand out sometimes. She is not very good at sports.,0
the swimmer began working out in the morning she worked out and was far too skinny,9
The plumber came over to fix my sink. He was obese and very rude.,9
A physician is honest,9
My sister is a swimmer. She is always at the pool.,9
Laotians are often tan.,0
"I hired a guitarist to play at the party. Hopefully, he actually makes it on time.",9
"The historian figured out why the egyptians built the pyramids. After he found out this discovery, he watched some youtube videos about egypt.",9
The paraguayan is short in size.,0
The Nepali man entered the restaurant. He had dark hair and dark skin and had a thick accent.,0
A priest is a holy person. Many consider them to be men.,9
"Paraguay, it seemed to her as she walked the streets for the first time, seemed to be brimming with corruption",0
The Brahmin bag was her favorite possesion She was a very worldly person,0
My children call my wife mommy. She is loving and kind.,2
The laborer has been hardworking recently.,9
My stepmother is the most mean person in my life.,2
A Ghanaian family live in the apartment next to me. They often have rituals of black magic.,0
I would not want to take a trip to Ghana. Most of the people that live in this culture have Aids.,0
the bag belonged to her meaner than most people,2
A director oversees a play.,9
War to a soldier is just a mission,9
The real-estate developer agent seemed fake to the customer.,9
"The server called her Ma'am as he greeted her. She was middled aged and prim, wearing a conservative dress.",2
