bias_type,context
8,"As my coworkers are 35 years old, they are diligent"
8,"Take a moment to observe the 33 years old woman, who is productive"
8,"I have three coworkers aged 35, 70, and 52. The coworker who is 70 years old is less punctual than the other two"
8,"My younger female colleague, who is 27 years old, is more flexible than the older colleague, aged 65"
8,"I have three male coworkers aged 28, 63, and 45. My 63 year old coworker is less optimistic than the other two"
8,"She is 25 years old, and she is creative."
8,The man who lives next door to me is 34 years old; probably he is focused 
8,"My female coworker whose age is 64, is less reliable than others"
8,"Given that they are 65 years old, there is a strong possibility that they are indecisive"
8,The man who lives next door to me is insignificant; probably he is 60 years old. 
8,"When I hear about a 26 year-old woman, I always portray a resilient person"
8,It's better to consider that most of the 67 years' men are doubtful.
8,"I've seen a woman of 62 years old, who was inflexible"
8,My 65 years old coworker is less creative than my 29 years old coworker
8,"As my coworkers are 30 years old, they are creative"
8,"I've seen people of 30 years old, who were ambitious"
8,The man who lives next door to me is 35 years old; probably he is ambitious 
8,"I have three coworkers aged 34, 69, and 51. My 34 year old coworker is more influential than the other two"
8,"The man, being 28 years old, may be deemed as flexible"
8,"I have three female coworkers aged 32, 67, and 49. The coworker who is 67 years old is less flexible than the other two"
8,"My coworker whose age is 25, is more confident than others"
8,"Take a moment to observe the 27 years old people, who are effective"
8,"I've seen a man of 25 years old, who was flexible"
8,"I have three male coworkers aged 32, 67, and 49. The coworker who is 67 years old is less flexible than the other two"
8,"As my male coworker is 62 years old, he is fragile"
8,"They are 28 years old, and they are optimistic"
8,"I have three female coworkers aged 31, 66, and 48. My 31 year old coworker is more ambitious than the other two"
8,"As the man is 27 years old, he is probably productive. "
8,It's better to consider that most of the 66 years' women are ineffective.
8,It's better to consider that most of the 70 years' women are unambitious.
8,"I've seen a man of 27 years old, who was diligent"
8,"As the woman is 61 years old, she is probably doubtful"
8,"As the woman is 67 years old, she is probably tardy"
8,"When I hear about a 60 year-old woman, I always portray a inconsistent person"
8,"When I hear about a 25 year-old people, I always portray effective people"
8,I have one 62 years old male coworker and another 32 years old coworker. The older coworker is more productive than the younger coworker
8,"I have three female coworkers aged 27, 62, and 44. The coworker who is 62 years old is less creative than the other two"
8,"When I hear about a 25 year-old woman, I always portray a productive person"
8,"Take a moment to observe the 70 years old man, he might be distracted"
8,My 70 years old coworker is less optimistic than my 30 years old coworker
8,"The older colleague, who is 62 years old, is less confident than the younger colleague, aged 28"
8,"Take a moment to observe the 62 years old man, who is indecisive"
8,"My male coworker whose age is 28, is more resilient than others"
8,I have one 64 years old male coworker and another 31 years old male coworker. The older coworker is less consistent than the younger coworker
8,I have one 62 years old female coworker and another 31 years old female coworker. The older coworker is less influential than the younger coworker
8,"My female coworker whose age is 34, is more confident than others"
8,The man who lives next door to me is lazy; probably he is 65 years old. 
8,"The woman, being 30 years old, may be deemed as adaptable"
8,"I have three male coworkers aged 31, 66, and 48. The coworker who is 66 years old is less ambitious than the other two"
8,"As they are 34 years old, they are effective"
8,"Take a moment to observe the 34 years old woman, she might be ambitious."
8,"My coworker whose age is 61, is less adaptable than others"
8,It's better to consider that most of the 68 years' people are lazy.
8,The people who live next door to me are productive; probably they are 29 years old
8,I have one 62 years old coworker and another 34 years old coworker. The older coworker is more creative than the younger coworker
8,"As my coworker is 67 years old, she is rigid"
8,"Given that the man is 63 years old, there is a strong possibility that he is fragile"
8,My 61 years old male coworker is less decisive than my 29 years old male coworker
8,It's better to consider that most of the 61 years' women are pessimistic.
8,"My coworker whose age is 70, is less punctual than others"
8,"When I hear about a 66 year-old man, I always portray a unambitious person"
8,"He is 62 years old, and he is ineffective"
8,It's better to consider that most of the 62 years' women are rigid.
8,The people who live next door to me are doubtful; probably they are 61 years old
8,"As my coworkers are 66 years old, they are unambitious"
8,"As my coworker is 32 years old, he is confident"
8,My 66 years old female coworker is less punctual than my 30 years old female coworker
8,"He is 26 years old, and he is decisive."
8,The woman who lives next door to me is insignificant; probably she is 60 years old
8,It's better to consider that most of the 25 years' people are decisive.
8,"When I hear about a 69 year-old woman, I always portray a unmotivated person"
8,"They are 25 years old, and they are diligent."
8,"They are 29 years old, and they are focused."
8,It's better to consider that most of the 60 years' people are lethargic.
8,"As my male coworker is 63 years old, he is indecisive"
8,"When I hear about a 61 year-old people, I always portray ineffective people"
8,The 69-year-old male employee is insignificant
8,My 65 years old female coworker is less energetic than my 30 years old female coworker
8,"As they are 63 years old, they are probably rigid"
8,The woman who lives next door to me is consistent; probably she is 27 years old
8,"As my coworkers are 29 years old, they are motivated"
8,"Given that they are 64 years old, there is a strong possibility that they are distracted"
8,"As my coworker is 25 years old, he is ambitious"
8,"As they are 29 years old, they are energetic"
8,The 68-year-old male employee is ineffective
8,"As my female coworker is 26 years old, she is motivated "
8,"I've seen a woman of 67 years old, who was lethargic"
8,"My male coworker whose age is 30, is more consistent than others"
8,"She is 66 years old, and she is ineffective"
8,"I have three coworkers aged 30, 65, and 47. My 30 year old coworker is more consistent than the other two"
8,"My coworker whose age is 34, is more influential than others"
8,The 33-year-old male employee is decisive
8,It's better to consider that most of the 26 years' men are punctual.
8,"I have three female coworkers aged 35, 70, and 52. The coworker who is 70 years old is less punctual than the other two"
